ts,userId,sessionId,page,auth,method,status,level,itemInSession,location,userAgent,lastName,firstName,registration,gender,artist,song,length
1538673530000,,430,Home,Logged Out,GET,200,free,18,,,,,,,,,
1538673531000,,430,Login,Logged Out,PUT,307,free,19,,,,,,,,,
1538673614000,,438,Home,Logged Out,GET,200,free,83,,,,,,,,,
1538673615000,,438,Login,Logged Out,PUT,307,free,84,,,,,,,,,
1538676130000,,111,Home,Logged Out,GET,200,free,8,,,,,,,,,
1538676131000,,111,Login,Logged Out,PUT,307,free,9,,,,,,,,,
1538677493000,,420,Home,Logged Out,GET,200,paid,115,,,,,,,,,
1538677494000,,420,Login,Logged Out,PUT,307,paid,116,,,,,,,,,
1538677499000,,418,Home,Logged Out,GET,200,free,13,,,,,,,,,
1538677500000,,418,Login,Logged Out,PUT,307,free,14,,,,,,,,,
1538678183000,,401,Home,Logged Out,GET,200,paid,114,,,,,,,,,
1538678191000,,401,Home,Logged Out,GET,200,paid,115,,,,,,,,,
1538678192000,,401,Login,Logged Out,PUT,307,paid,116,,,,,,,,,
1538678518000,,418,Home,Logged Out,GET,200,free,21,,,,,,,,,
1538678520000,,418,Home,Logged Out,GET,200,free,22,,,,,,,,,
1538678521000,,418,Login,Logged Out,PUT,307,free,23,,,,,,,,,
1538679465000,,182,Home,Logged Out,GET,200,paid,285,,,,,,,,,
1538679466000,,182,Login,Logged Out,PUT,307,paid,286,,,,,,,,,
1538679995000,,199,Home,Logged Out,GET,200,paid,2,,,,,,,,,
1538679996000,,199,Login,Logged Out,PUT,307,paid,3,,,,,,,,,
1538682142000,,65,Home,Logged Out,GET,200,free,2,,,,,,,,,
1538682143000,,65,Login,Logged Out,PUT,307,free,3,,,,,,,,,
1538686577000,,82,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1538686915000,,433,Home,Logged Out,GET,200,free,18,,,,,,,,,
1538686916000,,433,Login,Logged Out,PUT,307,free,19,,,,,,,,,
1538688716000,,183,Home,Logged Out,GET,200,paid,7,,,,,,,,,
1538688717000,,183,Login,Logged Out,PUT,307,paid,8,,,,,,,,,
1538694012000,,271,Home,Logged Out,GET,200,free,17,,,,,,,,,
1538694013000,,271,Login,Logged Out,PUT,307,free,18,,,,,,,,,
1538695904000,,271,Home,Logged Out,GET,200,free,32,,,,,,,,,
1538695938000,,271,About,Logged Out,GET,200,free,33,,,,,,,,,
1538695969000,,271,Home,Logged Out,GET,200,free,34,,,,,,,,,
1538696286000,,370,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538696301000,,370,About,Logged Out,GET,200,free,1,,,,,,,,,
1538696517000,,370,Home,Logged Out,GET,200,free,2,,,,,,,,,
1538696518000,,370,Login,Logged Out,PUT,307,free,3,,,,,,,,,
1538698357000,,183,Home,Logged Out,GET,200,paid,53,,,,,,,,,
1538698358000,,183,Login,Logged Out,PUT,307,paid,54,,,,,,,,,
1538699206000,,420,Home,Logged Out,GET,200,paid,227,,,,,,,,,
1538699207000,,420,Login,Logged Out,PUT,307,paid,228,,,,,,,,,
1538701496000,,316,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1538702287000,,316,Home,Logged Out,GET,200,free,8,,,,,,,,,
1538702295000,,316,About,Logged Out,GET,200,free,9,,,,,,,,,
1538702297000,,316,About,Logged Out,GET,200,free,10,,,,,,,,,
1538702303000,,316,Home,Logged Out,GET,200,free,11,,,,,,,,,
1538702304000,,316,Login,Logged Out,PUT,307,free,12,,,,,,,,,
1538703294000,,420,Home,Logged Out,GET,200,paid,247,,,,,,,,,
1538703295000,,420,Login,Logged Out,PUT,307,paid,248,,,,,,,,,
1538706940000,,420,Home,Logged Out,GET,200,paid,266,,,,,,,,,
1538706941000,,420,Login,Logged Out,PUT,307,paid,267,,,,,,,,,
1538708901000,,473,Home,Logged Out,GET,200,paid,51,,,,,,,,,
1538708902000,,473,Login,Logged Out,PUT,307,paid,52,,,,,,,,,
1538709585000,,10,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538709627000,,10,Help,Logged Out,GET,200,free,1,,,,,,,,,
1538709628000,,10,Login,Logged Out,PUT,307,free,2,,,,,,,,,
1538712510000,,387,Home,Logged Out,GET,200,paid,122,,,,,,,,,
1538712511000,,387,Login,Logged Out,PUT,307,paid,123,,,,,,,,,
1538712596000,,434,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1538712698000,,434,Home,Logged Out,GET,200,paid,1,,,,,,,,,
1538712699000,,434,Login,Logged Out,PUT,307,paid,2,,,,,,,,,
1538719397000,,417,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538719399000,,417,About,Logged Out,GET,200,free,1,,,,,,,,,
1538719489000,,417,Home,Logged Out,GET,200,free,2,,,,,,,,,
1538719490000,,417,Login,Logged Out,PUT,307,free,3,,,,,,,,,
1538722088000,,417,Home,Logged Out,GET,200,free,20,,,,,,,,,
1538722114000,,417,Help,Logged Out,GET,200,free,21,,,,,,,,,
1538722133000,,417,Home,Logged Out,GET,200,free,22,,,,,,,,,
1538722134000,,417,Login,Logged Out,PUT,307,free,23,,,,,,,,,
1538722581000,,485,Home,Logged Out,GET,200,free,7,,,,,,,,,
1538722582000,,485,Login,Logged Out,PUT,307,free,8,,,,,,,,,
1538726421000,,420,Home,Logged Out,GET,200,paid,362,,,,,,,,,
1538726422000,,420,Login,Logged Out,PUT,307,paid,363,,,,,,,,,
1538727714000,,485,Home,Logged Out,GET,200,free,41,,,,,,,,,
1538727721000,,485,About,Logged Out,GET,200,free,42,,,,,,,,,
1538729702000,,409,Home,Logged Out,GET,200,paid,47,,,,,,,,,
1538729806000,,409,Home,Logged Out,GET,200,paid,48,,,,,,,,,
1538729807000,,409,Login,Logged Out,PUT,307,paid,49,,,,,,,,,
1538729811000,,464,Home,Logged Out,GET,200,paid,16,,,,,,,,,
1538729879000,,409,Home,Logged Out,GET,200,paid,52,,,,,,,,,
1538729880000,,409,Login,Logged Out,PUT,307,paid,53,,,,,,,,,
1538730360000,,464,About,Logged Out,GET,200,paid,17,,,,,,,,,
1538730386000,,442,Home,Logged Out,GET,200,paid,123,,,,,,,,,
1538730399000,,442,About,Logged Out,GET,200,paid,124,,,,,,,,,
1538730400000,,442,Login,Logged Out,PUT,307,paid,125,,,,,,,,,
1538730405000,,464,About,Logged Out,GET,200,paid,18,,,,,,,,,
1538730406000,,464,Login,Logged Out,PUT,307,paid,19,,,,,,,,,
1538730444000,,464,Home,Logged Out,GET,200,paid,22,,,,,,,,,
1538730594000,,464,Home,Logged Out,GET,200,paid,23,,,,,,,,,
1538730595000,,464,Login,Logged Out,PUT,307,paid,24,,,,,,,,,
1538731351000,,394,Home,Logged Out,GET,200,free,4,,,,,,,,,
1538731408000,,394,Help,Logged Out,GET,200,free,5,,,,,,,,,
1538733300000,,434,Home,Logged Out,GET,200,paid,94,,,,,,,,,
1538733301000,,434,Login,Logged Out,PUT,307,paid,95,,,,,,,,,
1538735471000,,473,Home,Logged Out,GET,200,paid,172,,,,,,,,,
1538735472000,,473,Login,Logged Out,PUT,307,paid,173,,,,,,,,,
1538736599000,,472,Home,Logged Out,GET,200,free,33,,,,,,,,,
1538736600000,,472,Login,Logged Out,PUT,307,free,34,,,,,,,,,
1538736946000,,321,Home,Logged Out,GET,200,paid,25,,,,,,,,,
1538738028000,,451,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1538738807000,,442,Home,Logged Out,GET,200,paid,171,,,,,,,,,
1538738808000,,442,Login,Logged Out,PUT,307,paid,172,,,,,,,,,
1538739849000,,442,Home,Logged Out,GET,200,paid,181,,,,,,,,,
1538739850000,,442,Login,Logged Out,PUT,307,paid,182,,,,,,,,,
1538740916000,,472,Home,Logged Out,GET,200,free,56,,,,,,,,,
1538741707000,,420,Home,Logged Out,GET,200,paid,426,,,,,,,,,
1538741708000,,420,Login,Logged Out,PUT,307,paid,427,,,,,,,,,
1538742157000,,455,Home,Logged Out,GET,200,paid,57,,,,,,,,,
1538742158000,,455,Login,Logged Out,PUT,307,paid,58,,,,,,,,,
1538743250000,,270,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1538745117000,,316,Home,Logged Out,GET,200,paid,220,,,,,,,,,
1538745119000,,316,Help,Logged Out,GET,200,paid,221,,,,,,,,,
1538745120000,,316,Login,Logged Out,PUT,307,paid,222,,,,,,,,,
1538750427000,,420,Home,Logged Out,GET,200,paid,469,,,,,,,,,
1538750428000,,420,Login,Logged Out,PUT,307,paid,470,,,,,,,,,
1538751137000,,352,Home,Logged Out,GET,200,paid,12,,,,,,,,,
1538751138000,,352,Login,Logged Out,PUT,307,paid,13,,,,,,,,,
1538751491000,,352,Home,Logged Out,GET,200,paid,17,,,,,,,,,
1538751542000,,352,About,Logged Out,GET,200,paid,18,,,,,,,,,
1538751543000,,352,Login,Logged Out,PUT,307,paid,19,,,,,,,,,
1538751853000,,442,Home,Logged Out,GET,200,paid,225,,,,,,,,,
1538751856000,,442,About,Logged Out,GET,200,paid,226,,,,,,,,,
1538751857000,,442,Login,Logged Out,PUT,307,paid,227,,,,,,,,,
1538761041000,,295,Home,Logged Out,GET,200,free,24,,,,,,,,,
1538764790000,,466,Home,Logged Out,GET,200,free,50,,,,,,,,,
1538765655000,,316,Home,Logged Out,GET,200,paid,313,,,,,,,,,
1538765656000,,316,Login,Logged Out,PUT,307,paid,314,,,,,,,,,
1538767645000,,501,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538767646000,,501,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538768827000,,479,Home,Logged Out,GET,200,paid,43,,,,,,,,,
1538768829000,,479,Help,Logged Out,GET,200,paid,44,,,,,,,,,
1538768919000,,479,Help,Logged Out,GET,200,paid,45,,,,,,,,,
1538768920000,,479,Login,Logged Out,PUT,307,paid,46,,,,,,,,,
1538768985000,,481,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538768986000,,481,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538769541000,,454,Home,Logged Out,GET,200,paid,140,,,,,,,,,
1538769542000,,454,Login,Logged Out,PUT,307,paid,141,,,,,,,,,
1538770418000,,479,Home,Logged Out,GET,200,paid,55,,,,,,,,,
1538770500000,,479,Home,Logged Out,GET,200,paid,56,,,,,,,,,
1538770501000,,479,Login,Logged Out,PUT,307,paid,57,,,,,,,,,
1538772517000,,442,Home,Logged Out,GET,200,paid,327,,,,,,,,,
1538772518000,,442,Login,Logged Out,PUT,307,paid,328,,,,,,,,,
1538773172000,,347,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538773173000,,347,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538775877000,,347,Home,Logged Out,GET,200,free,17,,,,,,,,,
1538775878000,,347,Login,Logged Out,PUT,307,free,18,,,,,,,,,
1538776653000,,347,Home,Logged Out,GET,200,free,25,,,,,,,,,
1538776654000,,347,Login,Logged Out,PUT,307,free,26,,,,,,,,,
1538777333000,,252,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538777334000,,252,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538778692000,,103,Home,Logged Out,GET,200,free,61,,,,,,,,,
1538778776000,,486,Home,Logged Out,GET,200,free,5,,,,,,,,,
1538778777000,,486,Login,Logged Out,PUT,307,free,6,,,,,,,,,
1538781658000,,442,Home,Logged Out,GET,200,paid,370,,,,,,,,,
1538781659000,,442,Login,Logged Out,PUT,307,paid,371,,,,,,,,,
1538782823000,,492,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1538782988000,,516,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538782989000,,516,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538789088000,,492,Home,Logged Out,GET,200,paid,33,,,,,,,,,
1538789093000,,492,Home,Logged Out,GET,200,paid,34,,,,,,,,,
1538789094000,,492,Login,Logged Out,PUT,307,paid,35,,,,,,,,,
1538790296000,,492,Home,Logged Out,GET,200,paid,44,,,,,,,,,
1538790297000,,492,Login,Logged Out,PUT,307,paid,45,,,,,,,,,
1538791523000,,495,Home,Logged Out,GET,200,paid,81,,,,,,,,,
1538799900000,,316,Home,Logged Out,GET,200,paid,484,,,,,,,,,
1538799901000,,316,Login,Logged Out,PUT,307,paid,485,,,,,,,,,
1538806183000,,486,Home,Logged Out,GET,200,free,150,,,,,,,,,
1538806184000,,486,Login,Logged Out,PUT,307,free,151,,,,,,,,,
1538807182000,,492,Home,Logged Out,GET,200,paid,123,,,,,,,,,
1538807183000,,492,Login,Logged Out,PUT,307,paid,124,,,,,,,,,
1538812027000,,463,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538812028000,,463,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538813064000,,316,Home,Logged Out,GET,200,paid,549,,,,,,,,,
1538813065000,,316,Login,Logged Out,PUT,307,paid,550,,,,,,,,,
1538830528000,,493,Home,Logged Out,GET,200,free,33,,,,,,,,,
1538830529000,,493,Login,Logged Out,PUT,307,free,34,,,,,,,,,
1538831622000,,498,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1538832267000,,525,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1538832309000,,479,Home,Logged Out,GET,200,paid,335,,,,,,,,,
1538832310000,,479,Login,Logged Out,PUT,307,paid,336,,,,,,,,,
1538832333000,,525,Home,Logged Out,GET,200,paid,1,,,,,,,,,
1538832334000,,525,Login,Logged Out,PUT,307,paid,2,,,,,,,,,
1538832861000,,316,Home,Logged Out,GET,200,paid,648,,,,,,,,,
1538832862000,,316,Login,Logged Out,PUT,307,paid,649,,,,,,,,,
1538838824000,,527,Home,Logged Out,GET,200,free,49,,,,,,,,,
1538839941000,,479,Home,Logged Out,GET,200,free,376,,,,,,,,,
1538839951000,,479,Home,Logged Out,GET,200,free,377,,,,,,,,,
1538839952000,,479,Login,Logged Out,PUT,307,free,378,,,,,,,,,
1538844391000,,367,Home,Logged Out,GET,200,paid,40,,,,,,,,,
1538844392000,,367,Login,Logged Out,PUT,307,paid,41,,,,,,,,,
1538847424000,,476,Home,Logged Out,GET,200,paid,57,,,,,,,,,
1538847425000,,476,Login,Logged Out,PUT,307,paid,58,,,,,,,,,
1538849863000,,261,Home,Logged Out,GET,200,free,121,,,,,,,,,
1538849864000,,261,Login,Logged Out,PUT,307,free,122,,,,,,,,,
1538856418000,,476,Home,Logged Out,GET,200,paid,105,,,,,,,,,
1538856419000,,476,Login,Logged Out,PUT,307,paid,106,,,,,,,,,
1538860689000,,539,Home,Logged Out,GET,200,paid,71,,,,,,,,,
1538860728000,,539,Help,Logged Out,GET,200,paid,72,,,,,,,,,
1538860729000,,539,Login,Logged Out,PUT,307,paid,73,,,,,,,,,
1538863399000,,479,Home,Logged Out,GET,200,free,503,,,,,,,,,
1538863400000,,479,Login,Logged Out,PUT,307,free,504,,,,,,,,,
1538866859000,,106,Home,Logged Out,GET,200,free,43,,,,,,,,,
1538866860000,,106,Login,Logged Out,PUT,307,free,44,,,,,,,,,
1538870809000,,447,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538874875000,,316,Home,Logged Out,GET,200,paid,861,,,,,,,,,
1538874899000,,316,About,Logged Out,GET,200,paid,862,,,,,,,,,
1538874900000,,316,Login,Logged Out,PUT,307,paid,863,,,,,,,,,
1538883728000,,476,Home,Logged Out,GET,200,paid,234,,,,,,,,,
1538883729000,,476,Login,Logged Out,PUT,307,paid,235,,,,,,,,,
1538887245000,,106,Home,Logged Out,GET,200,free,144,,,,,,,,,
1538887367000,,106,About,Logged Out,GET,200,free,145,,,,,,,,,
1538887619000,,106,Home,Logged Out,GET,200,free,146,,,,,,,,,
1538887642000,,106,Home,Logged Out,GET,200,free,147,,,,,,,,,
1538887675000,,106,Home,Logged Out,GET,200,free,148,,,,,,,,,
1538887676000,,106,Login,Logged Out,PUT,307,free,149,,,,,,,,,
1538891285000,,536,Home,Logged Out,GET,200,paid,59,,,,,,,,,
1538891384000,,536,Home,Logged Out,GET,200,paid,60,,,,,,,,,
1538891385000,,536,Login,Logged Out,PUT,307,paid,61,,,,,,,,,
1538892343000,,108,Home,Logged Out,GET,200,free,27,,,,,,,,,
1538892344000,,108,Login,Logged Out,PUT,307,free,28,,,,,,,,,
1538895040000,,436,Home,Logged Out,GET,200,free,10,,,,,,,,,
1538895041000,,436,Login,Logged Out,PUT,307,free,11,,,,,,,,,
1538895314000,,526,Home,Logged Out,GET,200,paid,97,,,,,,,,,
1538895315000,,526,Login,Logged Out,PUT,307,paid,98,,,,,,,,,
1538896673000,,436,Home,Logged Out,GET,200,free,21,,,,,,,,,
1538896674000,,436,Login,Logged Out,PUT,307,free,22,,,,,,,,,
1538899514000,,542,Home,Logged Out,GET,200,paid,13,,,,,,,,,
1538899515000,,542,Login,Logged Out,PUT,307,paid,14,,,,,,,,,
1538901403000,,383,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538901404000,,383,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538903641000,,542,Home,Logged Out,GET,200,paid,37,,,,,,,,,
1538903642000,,542,Login,Logged Out,PUT,307,paid,38,,,,,,,,,
1538906380000,,436,Home,Logged Out,GET,200,free,70,,,,,,,,,
1538906498000,,436,Home,Logged Out,GET,200,free,71,,,,,,,,,
1538906626000,,436,About,Logged Out,GET,200,free,72,,,,,,,,,
1538911982000,,506,Home,Logged Out,GET,200,free,5,,,,,,,,,
1538912151000,,506,Home,Logged Out,GET,200,free,6,,,,,,,,,
1538912152000,,506,Login,Logged Out,PUT,307,free,7,,,,,,,,,
1538912478000,,537,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538915956000,,426,Home,Logged Out,GET,200,free,56,,,,,,,,,
1538919546000,,506,Home,Logged Out,GET,200,free,43,,,,,,,,,
1538923112000,,536,Home,Logged Out,GET,200,paid,215,,,,,,,,,
1538923137000,,536,Help,Logged Out,GET,200,paid,216,,,,,,,,,
1538926111000,,133,Home,Logged Out,GET,200,free,16,,,,,,,,,
1538927107000,,567,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1538928275000,,518,Home,Logged Out,GET,200,paid,7,,,,,,,,,
1538928276000,,518,Login,Logged Out,PUT,307,paid,8,,,,,,,,,
1538930690000,,566,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538930691000,,566,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538930912000,,543,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1538930913000,,543,Login,Logged Out,PUT,307,paid,62,,,,,,,,,
1538933911000,,453,Home,Logged Out,GET,200,free,8,,,,,,,,,
1538933912000,,453,Login,Logged Out,PUT,307,free,9,,,,,,,,,
1538935309000,,514,Home,Logged Out,GET,200,paid,60,,,,,,,,,
1538935375000,,514,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1538935376000,,514,Login,Logged Out,PUT,307,paid,62,,,,,,,,,
1538935537000,,453,Home,Logged Out,GET,200,free,22,,,,,,,,,
1538935538000,,453,Login,Logged Out,PUT,307,free,23,,,,,,,,,
1538936430000,,528,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1538936445000,,528,About,Logged Out,GET,200,paid,6,,,,,,,,,
1538936533000,,528,Home,Logged Out,GET,200,paid,7,,,,,,,,,
1538936534000,,528,Login,Logged Out,PUT,307,paid,8,,,,,,,,,
1538945977000,,575,Home,Logged Out,GET,200,paid,36,,,,,,,,,
1538945978000,,575,Login,Logged Out,PUT,307,paid,37,,,,,,,,,
1538946617000,,575,Home,Logged Out,GET,200,paid,40,,,,,,,,,
1538946618000,,575,Login,Logged Out,PUT,307,paid,41,,,,,,,,,
1538946943000,,575,Home,Logged Out,GET,200,paid,44,,,,,,,,,
1538947233000,,575,Help,Logged Out,GET,200,paid,45,,,,,,,,,
1538947235000,,575,Home,Logged Out,GET,200,paid,46,,,,,,,,,
1538947236000,,575,Login,Logged Out,PUT,307,paid,47,,,,,,,,,
1538947798000,,528,Home,Logged Out,GET,200,paid,64,,,,,,,,,
1538947805000,,528,Home,Logged Out,GET,200,paid,65,,,,,,,,,
1538947806000,,528,Login,Logged Out,PUT,307,paid,66,,,,,,,,,
1538951412000,,414,Home,Logged Out,GET,200,paid,60,,,,,,,,,
1538951413000,,414,Login,Logged Out,PUT,307,paid,61,,,,,,,,,
1538955837000,,575,Home,Logged Out,GET,200,paid,85,,,,,,,,,
1538955838000,,575,Login,Logged Out,PUT,307,paid,86,,,,,,,,,
1538959241000,,496,Home,Logged Out,GET,200,paid,3,,,,,,,,,
1538959242000,,496,Login,Logged Out,PUT,307,paid,4,,,,,,,,,
1538962341000,,563,Home,Logged Out,GET,200,paid,64,,,,,,,,,
1538962342000,,563,Login,Logged Out,PUT,307,paid,65,,,,,,,,,
1538964741000,,453,Home,Logged Out,GET,200,free,171,,,,,,,,,
1538964785000,,453,About,Logged Out,GET,200,free,172,,,,,,,,,
1538964798000,,453,Home,Logged Out,GET,200,free,173,,,,,,,,,
1538968300000,,496,Home,Logged Out,GET,200,paid,51,,,,,,,,,
1538968384000,,496,Home,Logged Out,GET,200,paid,52,,,,,,,,,
1538968393000,,496,Home,Logged Out,GET,200,paid,53,,,,,,,,,
1538969081000,,496,Help,Logged Out,GET,200,paid,54,,,,,,,,,
1538969082000,,496,Login,Logged Out,PUT,307,paid,55,,,,,,,,,
1538969847000,,568,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538969917000,,568,Help,Logged Out,GET,200,free,1,,,,,,,,,
1538969928000,,568,Help,Logged Out,GET,200,free,2,,,,,,,,,
1538969929000,,568,Login,Logged Out,PUT,307,free,3,,,,,,,,,
1538970872000,,9,Home,Logged Out,GET,200,paid,28,,,,,,,,,
1538970873000,,399,Home,Logged Out,GET,200,free,0,,,,,,,,,
1538970873000,,9,Login,Logged Out,PUT,307,paid,29,,,,,,,,,
1538970874000,,399,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1538971159000,,496,Home,Logged Out,GET,200,paid,64,,,,,,,,,
1538971160000,,496,Login,Logged Out,PUT,307,paid,65,,,,,,,,,
1538972191000,,505,Home,Logged Out,GET,200,free,13,,,,,,,,,
1538972192000,,505,Login,Logged Out,PUT,307,free,14,,,,,,,,,
1538972418000,,528,Home,Logged Out,GET,200,paid,185,,,,,,,,,
1538972509000,,528,Home,Logged Out,GET,200,paid,186,,,,,,,,,
1538972510000,,528,Login,Logged Out,PUT,307,paid,187,,,,,,,,,
1538975682000,,548,Home,Logged Out,GET,200,free,13,,,,,,,,,
1538975683000,,548,Login,Logged Out,PUT,307,free,14,,,,,,,,,
1538976305000,,571,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1538976362000,,528,Home,Logged Out,GET,200,paid,212,,,,,,,,,
1538976363000,,528,Login,Logged Out,PUT,307,paid,213,,,,,,,,,
1538976722000,,1,Home,Logged Out,GET,200,paid,14,,,,,,,,,
1538976723000,,1,Login,Logged Out,PUT,307,paid,15,,,,,,,,,
1538979454000,,548,Home,Logged Out,GET,200,free,33,,,,,,,,,
1538980309000,,577,Home,Logged Out,GET,200,free,17,,,,,,,,,
1538980420000,,582,Home,Logged Out,GET,200,free,13,,,,,,,,,
1538980436000,,582,About,Logged Out,GET,200,free,14,,,,,,,,,
1538980437000,,582,Login,Logged Out,PUT,307,free,15,,,,,,,,,
1538982065000,,545,Home,Logged Out,GET,200,free,6,,,,,,,,,
1538982066000,,545,About,Logged Out,GET,200,free,7,,,,,,,,,
1538982067000,,545,Login,Logged Out,PUT,307,free,8,,,,,,,,,
1538989379000,,545,Home,Logged Out,GET,200,free,42,,,,,,,,,
1538989380000,,545,Login,Logged Out,PUT,307,free,43,,,,,,,,,
1538994258000,,425,Home,Logged Out,GET,200,free,23,,,,,,,,,
1538994273000,,425,About,Logged Out,GET,200,free,24,,,,,,,,,
1538994274000,,425,Login,Logged Out,PUT,307,free,25,,,,,,,,,
1538994596000,,528,Home,Logged Out,GET,200,paid,304,,,,,,,,,
1538994597000,,528,Login,Logged Out,PUT,307,paid,305,,,,,,,,,
1539004173000,,598,Home,Logged Out,GET,200,free,0,,,,,,,,,
1539004174000,,598,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1539005286000,,591,Home,Logged Out,GET,200,paid,9,,,,,,,,,
1539005389000,,591,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1539005390000,,591,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1539006416000,,449,Home,Logged Out,GET,200,free,0,,,,,,,,,
1539006960000,,186,Home,Logged Out,GET,200,free,26,,,,,,,,,
1539006961000,,186,Login,Logged Out,PUT,307,free,27,,,,,,,,,
1539007650000,,589,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1539010075000,,597,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1539012989000,,586,Home,Logged Out,GET,200,paid,55,,,,,,,,,
1539012990000,,586,Login,Logged Out,PUT,307,paid,56,,,,,,,,,
1539016483000,,612,Home,Logged Out,GET,200,free,3,,,,,,,,,
1539016528000,,612,About,Logged Out,GET,200,free,4,,,,,,,,,
1539018361000,,616,Home,Logged Out,GET,200,free,0,,,,,,,,,
1539018362000,,616,Login,Logged Out,PUT,307,free,1,,,,,,,,,
1539021030000,,379,Home,Logged Out,GET,200,paid,108,,,,,,,,,
1539021031000,,379,Login,Logged Out,PUT,307,paid,109,,,,,,,,,
1539023136000,,439,Home,Logged Out,GET,200,free,29,,,,,,,,,
1539023136000,,439,About,Logged Out,GET,200,free,30,,,,,,,,,
1539024414000,,586,Home,Logged Out,GET,200,paid,112,,,,,,,,,
1539024655000,,586,About,Logged Out,GET,200,paid,113,,,,,,,,,
1539024656000,,586,Login,Logged Out,PUT,307,paid,114,,,,,,,,,
1539024988000,,1,Home,Logged Out,GET,200,paid,232,,,,,,,,,
1539025034000,,1,About,Logged Out,GET,200,paid,233,,,,,,,,,
1539025035000,,1,Login,Logged Out,PUT,307,paid,234,,,,,,,,,
1539027719000,,541,Home,Logged Out,GET,200,paid,154,,,,,,,,,
1539027720000,,541,Login,Logged Out,PUT,307,paid,155,,,,,,,,,
1539028894000,,1,Home,Logged Out,GET,200,paid,251,,,,,,,,,
1539028903000,,1,About,Logged Out,GET,200,paid,252,,,,,,,,,
1539028904000,,1,Login,Logged Out,PUT,307,paid,253,,,,,,,,,
1539029491000,,544,Home,Logged Out,GET,200,free,16,,,,,,,,,
1539029749000,,279,Home,Logged Out,GET,200,paid,82,,,,,,,,,
1539029750000,,279,Login,Logged Out,PUT,307,paid,83,,,,,,,,,
1539031679000,,1,Home,Logged Out,GET,200,paid,271,,,,,,,,,
1539031680000,,1,Login,Logged Out,PUT,307,paid,272,,,,,,,,,
1539034461000,,579,Home,Logged Out,GET,200,paid,45,,,,,,,,,
1539034495000,,579,Home,Logged Out,GET,200,paid,46,,,,,,,,,
1539034496000,,579,Login,Logged Out,PUT,307,paid,47,,,,,,,,,
1539034593000,,579,Home,Logged Out,GET,200,paid,50,,,,,,,,,
1539034605000,,579,Help,Logged Out,GET,200,paid,51,,,,,,,,,
